Frame,Eye State,Pupil Position,Driving Status,Head Rotation,Head Front Tilt,Head Side Tilt
423,Open,Center,Focus,Center,Straight Front Ahead,Straight
424,Open,Center,Focus,Center,Straight Front Ahead,Straight
425,Open,Center,Focus,Center,Straight Front Ahead,Straight
426,Open,Center,Focus,Center,Straight Front Ahead,Straight
427,Open,Center,Focus,Center,Straight Front Ahead,Straight
428,Open,Center,Focus,Center,Straight Front Ahead,Straight
429,Open,Center,Focus,Center,Straight Front Ahead,Straight
430,Open,Center,Focus,Center,Straight Front Ahead,Straight
431,Open,Center,Focus,Center,Straight Front Ahead,Straight
432,Open,Center,Focus,Center,Straight Front Ahead,Straight
433,Open,Center,Focus,Center,Straight Front Ahead,Straight
434,Open,Center,Focus,Center,Straight Front Ahead,Straight
435,Open,Center,Focus,Center,Straight Front Ahead,Straight
436,Open,Center,Focus,Center,Straight Front Ahead,Straight
437,Open,Center,Focus,Center,Straight Front Ahead,Straight
438,Open,Center,Focus,Center,Straight Front Ahead,Straight
439,Open,Center,Focus,Center,Straight Front Ahead,Straight
440,Open,Center,Focus,Center,Straight Front Ahead,Straight
441,Open,Center,Focus,Center,Straight Front Ahead,Straight
442,Open,Center,Focus,Center,Straight Front Ahead,Straight
443,Open,Center,Focus,Center,Straight Front Ahead,Straight
444,Open,Center,Focus,Center,Straight Front Ahead,Straight
445,Open,Center,Focus,Center,Straight Front Ahead,Straight
446,Open,Center,Focus,Center,Straight Front Ahead,Straight
447,Open,Center,Focus,Center,Straight Front Ahead,Straight
448,Open,Center,Focus,Center,Straight Front Ahead,Straight
449,Open,Center,Focus,Center,Straight Front Ahead,Straight
450,Open,Center,Focus,Center,Straight Front Ahead,Straight
451,Open,Center,Focus,Center,Straight Front Ahead,Straight
452,Open,Center,Focus,Center,Straight Front Ahead,Straight
453,Open,Center,Focus,Center,Straight Front Ahead,Straight
454,Open,Center,Focus,Center,Straight Front Ahead,Straight
455,Open,Center,Focus,Center,Straight Front Ahead,Straight
456,Open,Center,Focus,Center,Straight Front Ahead,Straight
457,Open,Center,Focus,Center,Straight Front Ahead,Straight
458,Open,Center,Focus,Center,Straight Front Ahead,Straight
459,Open,Center,Focus,Center,Straight Front Ahead,Straight
460,Open,Center,Focus,Center,Straight Front Ahead,Straight
461,Open,Center,Focus,Center,Straight Front Ahead,Straight
462,Open,Center,Focus,Center,Straight Front Ahead,Straight
463,Open,Center,Focus,Center,Straight Front Ahead,Straight
464,Open,Center,Focus,Center,Straight Front Ahead,Straight
465,Open,Center,Focus,Center,Straight Front Ahead,Straight
466,Open,Center,Focus,Center,Straight Front Ahead,Straight
467,Open,Center,Focus,Center,Straight Front Ahead,Straight
468,Open,Center,Focus,Center,Straight Front Ahead,Straight
469,Open,Center,Focus,Center,Straight Front Ahead,Straight
470,Open,Center,Focus,Center,Straight Front Ahead,Straight
471,Open,Center,Focus,Center,Straight Front Ahead,Straight
472,Open,Center,Focus,Center,Straight Front Ahead,Straight
473,Open,Center,Focus,Center,Straight Front Ahead,Straight
474,Open,Center,Focus,Center,Straight Front Ahead,Straight
475,Open,Center,Focus,Center,Straight Front Ahead,Straight
476,Open,Center,Focus,Center,Straight Front Ahead,Straight
477,Open,Center,Focus,Center,Straight Front Ahead,Straight
478,Open,Center,Focus,Center,Straight Front Ahead,Straight
479,Open,Center,Focus,Center,Straight Front Ahead,Straight
480,Open,Center,Focus,Center,Straight Front Ahead,Straight
481,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
482,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
483,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
484,Open,Center,Focus,Center,Straight Front Ahead,Straight
485,Open,Center,Focus,Center,Straight Front Ahead,Straight
486,Open,Center,Focus,Center,Straight Front Ahead,Straight
487,Open,Center,Focus,Center,Straight Front Ahead,Straight
488,Open,Center,Focus,Center,Straight Front Ahead,Straight
489,Open,Center,Focus,Center,Straight Front Ahead,Straight
490,Open,Center,Focus,Center,Straight Front Ahead,Straight
491,Open,Center,Focus,Center,Straight Front Ahead,Straight
492,Open,Center,Focus,Center,Straight Front Ahead,Straight
493,Open,Center,Focus,Center,Straight Front Ahead,Straight
494,Open,Center,Focus,Center,Straight Front Ahead,Straight
495,Open,Center,Focus,Center,Straight Front Ahead,Straight
496,Open,Center,Focus,Center,Straight Front Ahead,Straight
497,Open,Center,Focus,Center,Straight Front Ahead,Straight
498,Open,Center,Focus,Center,Straight Front Ahead,Straight
499,Open,Center,Focus,Center,Straight Front Ahead,Straight
500,Open,Center,Focus,Center,Straight Front Ahead,Straight
501,Open,Center,Focus,Center,Straight Front Ahead,Straight
502,Open,Center,Focus,Center,Straight Front Ahead,Straight
503,Open,Center,Focus,Center,Straight Front Ahead,Straight
504,Open,Center,Focus,Center,Straight Front Ahead,Straight
505,Open,Center,Focus,Center,Straight Front Ahead,Straight
506,Open,Center,Focus,Center,Straight Front Ahead,Straight
507,Open,Center,Focus,Center,Straight Front Ahead,Straight
508,Open,Center,Focus,Center,Straight Front Ahead,Straight
509,Open,Center,Focus,Center,Straight Front Ahead,Straight
510,Open,Center,Focus,Center,Straight Front Ahead,Straight
511,Open,Center,Focus,Center,Straight Front Ahead,Straight
512,Open,Center,Focus,Center,Straight Front Ahead,Straight
513,Open,Center,Focus,Center,Straight Front Ahead,Straight
514,Open,Center,Focus,Center,Straight Front Ahead,Straight
515,Open,Center,Focus,Center,Straight Front Ahead,Straight
516,Open,Center,Focus,Center,Straight Front Ahead,Straight
517,Open,Center,Focus,Center,Straight Front Ahead,Straight
518,Open,Center,Focus,Center,Straight Front Ahead,Straight
519,Open,Center,Focus,Center,Straight Front Ahead,Straight
520,Open,Center,Focus,Center,Straight Front Ahead,Straight
521,Open,Center,Focus,Center,Straight Front Ahead,Straight
522,Open,Center,Focus,Center,Straight Front Ahead,Straight
523,Open,Center,Focus,Center,Straight Front Ahead,Straight
524,Open,Center,Focus,Center,Straight Front Ahead,Straight
525,Open,Center,Focus,Center,Straight Front Ahead,Straight
526,Open,Center,Focus,Center,Straight Front Ahead,Straight
527,Open,Center,Focus,Center,Straight Front Ahead,Straight
528,Open,Center,Focus,Center,Straight Front Ahead,Straight
529,Open,Center,Focus,Center,Straight Front Ahead,Straight
530,Open,Center,Focus,Center,Straight Front Ahead,Straight
531,Open,Center,Focus,Center,Straight Front Ahead,Straight
532,Open,Center,Focus,Center,Straight Front Ahead,Straight
533,Open,Center,Focus,Center,Straight Front Ahead,Straight
534,Open,Center,Focus,Center,Straight Front Ahead,Straight
535,Open,Center,Focus,Center,Straight Front Ahead,Straight
536,Open,Center,Focus,Center,Straight Front Ahead,Straight
537,Open,Center,Focus,Center,Straight Front Ahead,Straight
538,Open,Center,Focus,Center,Straight Front Ahead,Straight
539,Open,Center,Focus,Center,Straight Front Ahead,Straight
540,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
541,Open,Center,Focus,Center,Straight Front Ahead,Straight
542,Open,Center,Focus,Center,Straight Front Ahead,Straight
543,Open,Center,Focus,Center,Straight Front Ahead,Straight
544,Open,Center,Focus,Center,Straight Front Ahead,Straight
545,Open,Center,Focus,Center,Straight Front Ahead,Straight
546,Open,Center,Focus,Center,Straight Front Ahead,Straight
547,Open,Center,Focus,Center,Straight Front Ahead,Straight
548,Open,Center,Focus,Center,Straight Front Ahead,Straight
549,Open,Center,Focus,Center,Straight Front Ahead,Straight
550,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
551,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
552,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
553,Open,Center,Focus,Center,Straight Front Ahead,Straight
554,Open,Center,Focus,Center,Straight Front Ahead,Straight
555,Open,Center,Focus,Center,Straight Front Ahead,Straight
556,Open,Center,Focus,Center,Straight Front Ahead,Straight
557,Open,Center,Focus,Center,Straight Front Ahead,Straight
558,Open,Center,Focus,Center,Straight Front Ahead,Straight
559,Open,Center,Focus,Center,Straight Front Ahead,Straight
560,Open,Center,Focus,Center,Straight Front Ahead,Straight
561,Open,Center,Focus,Center,Straight Front Ahead,Straight
562,Open,Center,Focus,Center,Straight Front Ahead,Straight
563,Open,Center,Focus,Center,Straight Front Ahead,Straight
564,Open,Center,Focus,Center,Straight Front Ahead,Straight
565,Open,Center,Focus,Center,Straight Front Ahead,Straight
566,Open,Center,Focus,Center,Straight Front Ahead,Straight
567,Open,Center,Focus,Center,Straight Front Ahead,Straight
568,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
569,Open,Center,Focus,Center,Straight Front Ahead,Straight
570,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
571,Closed,Left,Distracted,Center,Straight Front Ahead,Straight
572,Open,Center,Focus,Center,Straight Front Ahead,Straight
573,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
574,Open,Center,Focus,Center,Straight Front Ahead,Straight
575,Open,Center,Focus,Center,Straight Front Ahead,Straight
576,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
577,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
578,Open,Center,Focus,Center,Straight Front Ahead,Straight
579,Open,Center,Focus,Center,Straight Front Ahead,Straight
580,Open,Center,Focus,Center,Straight Front Ahead,Straight
581,Open,Center,Focus,Center,Straight Front Ahead,Straight
582,Open,Center,Focus,Center,Straight Front Ahead,Straight
583,Open,Center,Focus,Center,Straight Front Ahead,Straight
584,Open,Center,Focus,Center,Straight Front Ahead,Straight
585,Open,Center,Focus,Center,Straight Front Ahead,Straight
586,Open,Center,Focus,Center,Straight Front Ahead,Straight
587,Open,Center,Focus,Center,Straight Front Ahead,Straight
588,Open,Center,Focus,Center,Straight Front Ahead,Straight
589,Open,Center,Focus,Center,Straight Front Ahead,Straight
590,Open,Center,Focus,Center,Straight Front Ahead,Straight
591,Open,Center,Focus,Center,Straight Front Ahead,Straight
592,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
593,Open,Center,Focus,Center,Straight Front Ahead,Straight
594,Open,Center,Focus,Center,Straight Front Ahead,Straight
595,Open,Center,Focus,Center,Straight Front Ahead,Straight
596,Open,Center,Focus,Center,Straight Front Ahead,Straight
597,Open,Center,Focus,Center,Straight Front Ahead,Straight
598,Open,Center,Focus,Center,Straight Front Ahead,Straight
599,Open,Center,Focus,Center,Straight Front Ahead,Straight
600,Open,Center,Focus,Center,Straight Front Ahead,Straight
601,Open,Center,Focus,Center,Straight Front Ahead,Straight
602,Open,Center,Focus,Center,Straight Front Ahead,Straight
603,Open,Center,Focus,Center,Straight Front Ahead,Straight
604,Open,Center,Focus,Center,Straight Front Ahead,Straight
605,Open,Center,Focus,Center,Straight Front Ahead,Straight
606,Open,Center,Focus,Center,Straight Front Ahead,Straight
607,Open,Center,Focus,Center,Straight Front Ahead,Straight
608,Open,Center,Focus,Center,Straight Front Ahead,Straight
609,Open,Center,Focus,Center,Straight Front Ahead,Straight
610,Open,Center,Focus,Center,Straight Front Ahead,Straight
611,Open,Center,Focus,Center,Straight Front Ahead,Straight
612,Open,Center,Focus,Center,Straight Front Ahead,Straight
613,Open,Center,Focus,Center,Straight Front Ahead,Straight
614,Open,Center,Focus,Center,Straight Front Ahead,Straight
615,Open,Center,Focus,Center,Straight Front Ahead,Straight
616,Open,Center,Focus,Center,Straight Front Ahead,Straight
617,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
618,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
619,Open,Center,Focus,Center,Straight Front Ahead,Straight
620,Open,Center,Focus,Center,Straight Front Ahead,Straight
621,Open,Center,Focus,Center,Straight Front Ahead,Straight
622,Open,Center,Focus,Center,Straight Front Ahead,Straight
623,Open,Center,Focus,Center,Straight Front Ahead,Straight
624,Open,Center,Focus,Center,Straight Front Ahead,Straight
625,Open,Center,Focus,Center,Straight Front Ahead,Straight
626,Open,Center,Focus,Center,Straight Front Ahead,Straight
627,Open,Center,Focus,Center,Straight Front Ahead,Straight
628,Open,Center,Focus,Center,Straight Front Ahead,Straight
629,Open,Center,Focus,Center,Straight Front Ahead,Straight
630,Open,Center,Focus,Center,Straight Front Ahead,Straight
631,Open,Center,Focus,Center,Straight Front Ahead,Straight
632,Open,Center,Focus,Center,Straight Front Ahead,Straight
633,Open,Center,Focus,Center,Straight Front Ahead,Straight
634,Open,Center,Focus,Center,Straight Front Ahead,Straight
635,Open,Center,Focus,Center,Straight Front Ahead,Straight
636,Open,Center,Focus,Center,Straight Front Ahead,Straight
637,Open,Center,Focus,Center,Straight Front Ahead,Straight
638,Open,Center,Focus,Center,Straight Front Ahead,Straight
639,Open,Center,Focus,Center,Straight Front Ahead,Straight
640,Open,Center,Focus,Center,Straight Front Ahead,Straight
641,Open,Center,Focus,Center,Straight Front Ahead,Straight
642,Open,Center,Focus,Center,Straight Front Ahead,Straight
643,Open,Center,Focus,Center,Straight Front Ahead,Straight
644,Open,Center,Focus,Center,Straight Front Ahead,Straight
645,Open,Center,Focus,Center,Straight Front Ahead,Straight
646,Open,Center,Focus,Center,Straight Front Ahead,Straight
647,Open,Center,Focus,Center,Straight Front Ahead,Straight
648,Open,Center,Focus,Center,Straight Front Ahead,Straight
649,Open,Center,Focus,Center,Straight Front Ahead,Straight
650,Open,Center,Focus,Center,Straight Front Ahead,Straight
651,Open,Center,Focus,Center,Straight Front Ahead,Straight
652,Open,Center,Focus,Center,Straight Front Ahead,Straight
653,Open,Center,Focus,Center,Straight Front Ahead,Straight
654,Open,Center,Focus,Center,Straight Front Ahead,Straight
655,Open,Center,Focus,Center,Straight Front Ahead,Straight
656,Open,Center,Focus,Center,Straight Front Ahead,Straight
657,Open,Center,Focus,Center,Straight Front Ahead,Straight
658,Open,Center,Focus,Center,Straight Front Ahead,Straight
659,Open,Center,Focus,Center,Straight Front Ahead,Straight
660,Open,Center,Focus,Center,Straight Front Ahead,Straight
661,Open,Center,Focus,Center,Straight Front Ahead,Straight
662,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
663,Open,Center,Focus,Center,Straight Front Ahead,Straight
664,Open,Center,Focus,Center,Straight Front Ahead,Straight
665,Open,Center,Focus,Center,Straight Front Ahead,Straight
666,Open,Center,Focus,Center,Straight Front Ahead,Straight
667,Open,Center,Focus,Center,Straight Front Ahead,Straight
668,Open,Center,Focus,Center,Straight Front Ahead,Straight
669,Open,Center,Focus,Center,Straight Front Ahead,Straight
670,Open,Center,Focus,Center,Straight Front Ahead,Straight
671,Open,Center,Focus,Center,Straight Front Ahead,Straight
672,Open,Center,Focus,Center,Straight Front Ahead,Straight
673,Open,Center,Focus,Center,Straight Front Ahead,Straight
674,Open,Center,Focus,Center,Straight Front Ahead,Straight
675,Open,Center,Focus,Center,Straight Front Ahead,Straight
676,Open,Center,Focus,Center,Straight Front Ahead,Straight
677,Open,Center,Focus,Center,Straight Front Ahead,Straight
678,Open,Center,Focus,Center,Straight Front Ahead,Straight
679,Open,Center,Focus,Center,Straight Front Ahead,Straight
680,Open,Center,Focus,Center,Straight Front Ahead,Straight
681,Open,Center,Focus,Center,Straight Front Ahead,Straight
682,Open,Center,Focus,Center,Straight Front Ahead,Straight
683,Open,Center,Focus,Center,Straight Front Ahead,Straight
684,Open,Center,Focus,Center,Straight Front Ahead,Straight
685,Open,Center,Focus,Center,Straight Front Ahead,Straight
686,Open,Center,Focus,Center,Straight Front Ahead,Straight
687,Open,Center,Focus,Center,Straight Front Ahead,Straight
688,Open,Center,Focus,Center,Straight Front Ahead,Straight
689,Open,Center,Focus,Center,Straight Front Ahead,Straight
690,Open,Center,Focus,Center,Straight Front Ahead,Straight
691,Open,Center,Focus,Center,Straight Front Ahead,Straight
692,Open,Center,Focus,Center,Straight Front Ahead,Straight
693,Open,Center,Focus,Center,Straight Front Ahead,Straight
694,Open,Center,Focus,Center,Straight Front Ahead,Straight
695,Open,Center,Focus,Center,Straight Front Ahead,Straight
696,Open,Center,Focus,Center,Straight Front Ahead,Straight
697,Open,Center,Focus,Center,Straight Front Ahead,Straight
698,Open,Center,Focus,Center,Straight Front Ahead,Straight
699,Open,Center,Focus,Center,Straight Front Ahead,Straight
700,Open,Center,Focus,Center,Straight Front Ahead,Straight
701,Open,Center,Focus,Center,Straight Front Ahead,Straight
702,Open,Center,Focus,Center,Straight Front Ahead,Straight
703,Open,Center,Focus,Center,Straight Front Ahead,Straight
704,Open,Center,Focus,Center,Straight Front Ahead,Straight
